"","k","Accuracy","Kappa","AccuracySD","KappaSD"
"1",1,0.653725,0.61525,0.0217204896748939,0.0241338774165488
"2",2,0.62165,0.579611111111111,0.0207322395697078,0.0230358217441198
"3",3,0.6587,0.620777777777778,0.0225951411600017,0.0251057124000019
"4",4,0.669475,0.63275,0.0220029124564376,0.0244476805071529
"5",5,0.676825,0.640916666666667,0.0218114480875701,0.0242349423195224
"6",6,0.6772,0.641333333333333,0.0206071969383651,0.0228968854870724
"7",7,0.68015,0.644611111111111,0.0229839096110758,0.0255376773456397
"8",8,0.683775,0.648638888888889,0.0239330268191734,0.0265922520213038
"9",9,0.6846,0.649555555555556,0.0236096196795743,0.0262329107550825
"10",10,0.68565,0.650722222222222,0.0238143598984675,0.0264603998871861
"11",11,0.685275,0.650305555555556,0.0232490224623433,0.0258322471803815
