"sigma","k","Accuracy","Kappa","AccuracySD","KappaSD"
0.2,1,0.9885,0.987222222222222,0.00411636301174281,0.00457373667971425
0.2,2,0.98675,0.985277777777778,0.00457195557478175,0.00507995063864639
0.2,3,0.988,0.986666666666667,0.00453382350291182,0.00503758166990203
0.2,4,0.9855,0.983888888888889,0.00562731433871141,0.00625257148745711
0.2,5,0.98525,0.983611111111111,0.00415832498329155,0.00462036109254617
0.2,6,0.98325,0.981388888888889,0.00540704273250277,0.00600782525833642
0.2,7,0.985,0.983333333333333,0.00485912657903776,0.00539902953226417
0.2,8,0.9835,0.981666666666667,0.00474341649025257,0.00527046276694728
0.2,9,0.9845,0.982777777777778,0.0045338235029118,0.005037581669902
0.2,10,0.98225,0.980277777777778,0.00519748870983755,0.00577498745537505
0.2,11,0.98175,0.979722222222222,0.00527704673299587,0.00586338525888428
0.3,1,0.98875,0.9875,0.00395284707521046,0.00439205230578941
0.3,2,0.98525,0.983611111111111,0.00415832498329156,0.00462036109254618
0.3,3,0.98825,0.986944444444445,0.00391755309118105,0.00435283676797897
0.3,4,0.987,0.985555555555556,0.00387298334620742,0.00430331482911934
0.3,5,0.986,0.984444444444444,0.00316227766016838,0.00351364184463156
0.3,6,0.985,0.983333333333333,0.00577350269189628,0.00641500299099586
0.3,7,0.98525,0.983611111111111,0.0044798933519052,0.00497765927989466
0.3,8,0.98525,0.983611111111111,0.00477987679990002,0.00531097422211113
0.3,9,0.985,0.983333333333333,0.00408248290463863,0.00453609211626514
0.3,10,0.982,0.98,0.00632455532033676,0.00702728368926307
0.3,11,0.9825,0.980555555555556,0.00471404520791031,0.00523782800878924
0.6,1,0.9925,0.991666666666667,0.00424918292799398,0.00472131436443775
0.6,2,0.99175,0.990833333333333,0.00441745276023287,0.00490828084470318
0.6,3,0.9945,0.993888888888889,0.00258198889747162,0.00286887655274622
0.6,4,0.99375,0.993055555555556,0.00294627825494394,0.00327364250549326
0.6,5,0.99375,0.993055555555556,0.0027003086243366,0.00300034291592955
0.6,6,0.99275,0.991944444444445,0.0032167098442698,0.00357412204918868
0.6,7,0.9925,0.991666666666667,0.00263523138347364,0.00292803487052627
0.6,8,0.99125,0.990277777777778,0.00358430219460109,0.0039825579940012
0.6,9,0.9915,0.990555555555556,0.00474341649025257,0.00527046276694731
0.6,10,0.99,0.988888888888889,0.00408248290463864,0.00453609211626516
0.6,11,0.99025,0.989166666666667,0.00432210082662999,0.0048023342518111
1,1,0.99525,0.994722222222222,0.00362284418654736,0.00402538242949705
1,2,0.99425,0.993611111111111,0.00312916389258643,0.00347684876954047
1,3,0.99525,0.994722222222222,0.00362284418654737,0.00402538242949705
1,4,0.99425,0.993611111111111,0.00354534123103045,0.00393926803447825
1,5,0.99425,0.993611111111111,0.00391755309118105,0.00435283676797893
1,6,0.99525,0.994722222222222,0.00380970981688749,0.00423301090765275
1,7,0.995,0.994444444444444,0.00440958551844097,0.00489953946493441
1,8,0.9945,0.993888888888889,0.00453382350291181,0.005037581669902
1,9,0.99375,0.993055555555556,0.00377307714089059,0.00419230793432286
1,10,0.993,0.992222222222222,0.00421637021355783,0.00468485579284203
1,11,0.99275,0.991944444444445,0.00362284418654735,0.00402538242949705
1.5,1,0.99125,0.990277777777778,0.00395284707521048,0.00439205230578942
1.5,2,0.98775,0.986388888888889,0.00299304749934467,0.00332560833260518
1.5,3,0.9925,0.991666666666667,0.00408248290463864,0.00453609211626513
1.5,4,0.99175,0.990833333333333,0.00486626710688548,0.00540696345209496
1.5,5,0.992,0.991111111111111,0.00524404424085075,0.00582671582316749
1.5,6,0.99175,0.990833333333333,0.00391755309118106,0.00435283676797895
1.5,7,0.991,0.99,0.00459468291736343,0.00510520324151493
1.5,8,0.99125,0.990277777777778,0.00412478955692154,0.00458309950769059
1.5,9,0.9915,0.990555555555556,0.00542627353203324,0.00602919281337025
1.5,10,0.991,0.99,0.00591607978309963,0.0065734219812218
1.5,11,0.99075,0.989722222222222,0.00472140515807177,0.00524600573119085
2,1,0.973,0.97,0.00632455532033677,0.00702728368926308
2,2,0.97025,0.966944444444444,0.00828737326030122,0.00920819251144581
2,3,0.978,0.975555555555556,0.00550252467307305,0.00611391630341451
2,4,0.97875,0.976388888888889,0.00294627825494394,0.00327364250549327
2,5,0.9785,0.976111111111111,0.00488762609953839,0.00543069566615375
2,6,0.97625,0.973611111111111,0.00648181216087669,0.00720201351208521
2,7,0.979,0.976666666666667,0.00428174419288839,0.00475749354765375
2,8,0.977,0.974444444444444,0.00483045891539651,0.00536717657266278
2,9,0.9785,0.976111111111111,0.00459468291736342,0.0051052032415149
2,10,0.978,0.975555555555556,0.00705139860043538,0.00783488733381708
2,11,0.97725,0.974722222222222,0.00432210082662999,0.00480233425181109
2.5,1,0.92875,0.920833333333333,0.0109449379471364,0.0121610421634849
2.5,2,0.91975,0.910833333333333,0.00869626356546304,0.00966251507273672
2.5,3,0.941,0.934444444444444,0.00826639784509147,0.00918488649454607
2.5,4,0.939,0.932222222222222,0.00747217059048661,0.00830241176720733
2.5,5,0.94025,0.933611111111111,0.00885453430609299,0.00983837145121445
2.5,6,0.93525,0.928055555555556,0.00811805258530504,0.0090200584281167
2.5,7,0.9375,0.930555555555556,0.00612372435695792,0.00680413817439769
2.5,8,0.93575,0.928611111111111,0.00726960949585478,0.00807734388428308
2.5,9,0.93525,0.928055555555556,0.0103043949630997,0.0114493277367775
2.5,10,0.93625,0.929166666666667,0.00775044801572426,0.0086116089063603
2.5,11,0.9335,0.926111111111111,0.00747217059048662,0.00830241176720737
3,1,0.8495,0.832777777777778,0.0130596920161065,0.014510768906785
3,2,0.8355,0.817222222222222,0.0150831031289984,0.0167590034766649
3,3,0.86575,0.850833333333333,0.0121363778231673,0.0134848642479636
3,4,0.8665,0.851666666666667,0.0111927555935872,0.0124363951039858
3,5,0.877,0.863333333333333,0.0105934990547138,0.0117705545052375
3,6,0.8655,0.850555555555556,0.0126271312832505,0.0140301458702784
3,7,0.86725,0.8525,0.0138669270808881,0.0154076967565423
3,8,0.87,0.855555555555556,0.0138443731048634,0.0153826367831816
3,9,0.8655,0.850555555555556,0.0156258333111123,0.017362037012347
3,10,0.86725,0.8525,0.0114534080323524,0.012726008924836
3,11,0.86975,0.855277777777778,0.0146462926670502,0.0162736585189447
3.5,1,0.764,0.737777777777778,0.0230398206011534,0.0255998006679482
3.5,2,0.74275,0.714166666666667,0.0159621949200812,0.0177357721334235
3.5,3,0.7745,0.749444444444444,0.0166999667331671,0.0185555185924079
3.5,4,0.78825,0.764722222222222,0.0195096130151267,0.0216773477945852
3.5,5,0.79225,0.769166666666667,0.0212932566268708,0.0236591740298565
3.5,6,0.7975,0.775,0.0152752523165195,0.0169725025739105
3.5,7,0.79725,0.774722222222222,0.0195593825169519,0.0217326472410577
3.5,8,0.79625,0.773611111111111,0.010155048005795,0.0112833866731055
3.5,9,0.79975,0.7775,0.0175772106243662,0.0195302340270736
3.5,10,0.79425,0.771388888888889,0.0204481050466785,0.0227201167185317
3.5,11,0.794,0.771111111111111,0.0226445970990384,0.025160663443376
