"","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"X0",3990,0,0,0,0,3,2,0,10,10
"X1",0,3990,0,0,0,2,10,0,0,20
"X2",0,0,3998,0,0,0,0,0,0,0
"X3",10,0,0,3980,0,13,8,0,0,0
"X4",0,0,0,0,3989,0,0,0,0,23
"X5",0,0,0,0,0,3903,1,0,9,0
"X6",0,0,0,6,0,6,3969,0,9,0
"X7",0,0,0,4,0,0,0,4000,0,0
"X8",0,10,2,10,0,72,10,0,3972,0
"X9",0,0,0,0,11,1,0,0,0,3947
