"","k","Accuracy","Kappa","AccuracySD","KappaSD"
"1",1,0.992166666666667,0.991296296296296,0.00381316533670618,0.00423685037411796
"2",2,0.988166666666667,0.986851851851852,0.00594273438360012,0.00660303820400013
"3",3,0.991416666666667,0.990462962962963,0.0044857693249633,0.00498418813884811
"4",4,0.99025,0.989166666666667,0.00411839858398283,0.00457599842664758
"5",5,0.991083333333333,0.990092592592593,0.00375335099320073,0.00417038999244526
"6",6,0.990416666666667,0.989351851851852,0.00360096570699979,0.00400107300777755
"7",7,0.989916666666667,0.988796296296296,0.00391082347209447,0.00434535941343831
"8",8,0.98925,0.988055555555556,0.00426240582866952,0.00473600647629946
"9",9,0.98875,0.9875,0.00434255208612283,0.0048250578734698
"10",10,0.98725,0.985833333333333,0.00446972574951329,0.00496636194390365
"11",11,0.987083333333333,0.985648148148148,0.00478338239391717,0.00531486932657463
