"sigma","k","Accuracy","Kappa","AccuracySD","KappaSD"
1,2,0.9919,0.991,0.0037959308356569,0.00421770092850766
1,3,0.99325,0.9925,0.00416666666666667,0.00462962962962962
1,4,0.992925,0.992138888888889,0.00409876490389163,0.00455418322654625
1,5,0.993125,0.992361111111111,0.00413434432894783,0.00459371592105314
1,6,0.992675,0.991861111111111,0.00445594314291928,0.00495104793657696
1,7,0.992575,0.99175,0.00434402817763431,0.00482669797514922
1,8,0.992275,0.991416666666667,0.00435331929553633,0.0048370214394848
1,9,0.9918,0.990888888888889,0.00441073071662116,0.00490081190735684
1,10,0.991675,0.99075,0.00436721891025639,0.00485246545584043
1,11,0.991875,0.990972222222222,0.0043718422947889,0.00485760254976543
1.5,1,0.986375,0.984861111111111,0.00526297098950428,0.00584774554389365
1.5,2,0.983825,0.982027777777778,0.00580028517236939,0.00644476130263265
1.5,3,0.988925,0.987694444444444,0.00517685944732651,0.00575206605258501
1.5,4,0.987925,0.986583333333333,0.00524711320343835,0.00583012578159816
1.5,5,0.988075,0.98675,0.00526872562361808,0.00585413958179787
1.5,6,0.98765,0.986277777777778,0.00559378262362813,0.00621531402625349
1.5,7,0.9883,0.987,0.00522087883000322,0.00580097647778136
1.5,8,0.98865,0.987388888888889,0.00540552467108393,0.00600613852342659
1.5,9,0.9887,0.987444444444444,0.00510594820485942,0.00567327578317713
1.5,10,0.9884,0.987111111111111,0.00540669244846822,0.00600743605385358
1.5,11,0.98835,0.987055555555556,0.00535624812153003,0.00595138680170004
2,1,0.964025,0.960027777777778,0.00868860132180624,0.0096540014686736
2,2,0.953375,0.948194444444444,0.00869934834433946,0.00966594260482162
2,3,0.966525,0.962805555555556,0.00703432242075894,0.00781591380084327
2,4,0.965475,0.961638888888889,0.00804575771271528,0.00893973079190587
2,5,0.967175,0.963527777777778,0.00699616597743639,0.0077735177527071
2,6,0.96665,0.962944444444444,0.00835769167300459,0.00928632408111621
2,7,0.968175,0.964638888888889,0.00832465457165484,0.00924961619072761
2,8,0.96725,0.963611111111111,0.00812232862067415,0.00902480957852684
2,9,0.9674,0.963777777777778,0.00775183262789576,0.00861314736432863
2,10,0.967075,0.963416666666667,0.00778543544385959,0.00865048382651065
2,11,0.967325,0.963694444444444,0.0077219269982082,0.00857991888689801
2.5,1,0.910825,0.900916666666667,0.0115800627604238,0.0128667364004709
2.5,2,0.89675,0.885277777777778,0.0126156268335759,0.0140173631484177
2.5,3,0.9195,0.910555555555556,0.0117690314389121,0.0130767015987912
2.5,4,0.921125,0.912361111111111,0.011210649473432,0.0124562771927022
2.5,5,0.924575,0.916194444444444,0.0115308928491678,0.012812103165742
2.5,6,0.92375,0.915277777777778,0.0116151459810721,0.0129057177567468
2.5,7,0.92465,0.916277777777778,0.0121492195368071,0.0134991328186746
2.5,8,0.923375,0.914861111111111,0.0119149712716414,0.0132388569684905
2.5,9,0.92315,0.914611111111111,0.0122454897902052,0.0136060997668947
2.5,10,0.9224,0.913777777777778,0.012421063894966,0.0138011821055178
2.5,11,0.92225,0.913611111111111,0.0121257093929728,0.0134730104366364
3,1,0.835625,0.817361111111111,0.0173909843995054,0.0193233159994504
3,2,0.8162,0.795777777777778,0.0168117923980866,0.0186797693312074
3,3,0.84735,0.830388888888889,0.0158465654437685,0.0176072949375205
3,4,0.8487,0.831888888888889,0.0165392096106632,0.0183768995674036
3,5,0.85105,0.8345,0.0168818682244435,0.0187576313604928
3,6,0.852675,0.836305555555556,0.0183857892807121,0.0204286547563468
3,7,0.8541,0.837888888888889,0.0159842093797269,0.017760232644141
3,8,0.856125,0.840138888888889,0.016641553048883,0.0184906144987589
3,9,0.856025,0.840027777777778,0.0155094261009168,0.0172326956676853
3,10,0.85625,0.840277777777778,0.0165697942295033,0.0184108824772259
3,11,0.8555,0.839444444444444,0.0168174993036504,0.0186861103373894
3.5,1,0.743925,0.715472222222222,0.0208325908958618,0.0231473232176242
3.5,2,0.727275,0.696972222222222,0.0198418462758979,0.0220464958621088
3.5,3,0.76725,0.741388888888889,0.0203147580330014,0.0225719533700015
3.5,4,0.770025,0.744472222222222,0.0212176521468862,0.0235751690520957
3.5,5,0.7794,0.754888888888889,0.0194206492209096,0.021578499134344
3.5,6,0.7808,0.756444444444444,0.0217912502132986,0.0242125002369984
3.5,7,0.7844,0.760444444444444,0.0205145919980994,0.0227939911089994
3.5,8,0.783875,0.759861111111111,0.0212053898951672,0.0235615443279636
3.5,9,0.783925,0.759916666666667,0.0209775463173115,0.0233083847970128
3.5,10,0.78315,0.759055555555556,0.022109746925076,0.0245663854723067
3.5,11,0.781075,0.75675,0.0191196888049989,0.021244098672221
