"","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"X0",3990,0,0,0,0,0,0,0,9,10
"X1",0,3990,0,0,0,10,14,0,0,22
"X2",0,0,4000,0,0,0,0,0,0,0
"X3",1,0,0,3970,0,11,8,0,0,0
"X4",0,0,0,0,3987,0,0,0,0,52
"X5",0,0,0,10,0,3864,0,0,8,0
"X6",0,0,0,0,0,0,3968,0,15,0
"X7",0,0,0,10,0,0,0,4000,0,0
"X8",9,10,0,10,0,115,10,0,3968,0
"X9",0,0,0,0,13,0,0,0,0,3916
