"","k","Accuracy","Kappa","AccuracySD","KappaSD"
"1",1,0.968,0.964444444444444,0.0087197753846427,0.00968863931626968
"2",2,0.959833333333333,0.95537037037037,0.00850794084789407,0.0094532676087712
"3",3,0.970666666666667,0.967407407407407,0.0087082336517421,0.00967581516860235
"4",4,0.969166666666667,0.965740740740741,0.00815616260907955,0.00906240289897729
"5",5,0.970583333333333,0.967314814814815,0.00884939442047848,0.00983266046719831
"6",6,0.9685,0.965,0.00894427190999916,0.00993807989999907
"7",7,0.968166666666667,0.96462962962963,0.00814558621049731,0.00905065134499702
"8",8,0.966,0.962222222222222,0.00764514720996719,0.00849460801107467
"9",9,0.96475,0.960833333333333,0.00755297383770813,0.00839219315300904
"10",10,0.963833333333333,0.959814814814815,0.00811377429642539,0.00901530477380599
"11",11,0.964,0.96,0.00770132097938959,0.00855702331043289
