"","x"
"1",6.44756286485302
"2",5.22743230446272
"3",4.79484978200352
"4",4.17319162380491
"5",4.07050546428087
"6",3.45949906318276
"7",3.2568949458083
"8",3.20026947431122
"9",3.051863164691
"10",2.92570111725416
"11",2.77018550150743
"12",2.63996497532434
"13",2.60457822236122
"14",2.41598625901763
"15",2.37778191021131
"16",2.31843217827466
"17",2.24148053574543
"18",2.21973327042247
"19",2.09654221633975
"20",2.04574022328301
"21",2.02299606444879
"22",1.95946442089811
"23",1.89360730188897
"24",1.87578580747651
"25",1.79805461707288
"26",1.7245008750106
"27",1.67227908892278
"28",1.62866953217607
"29",1.59672615952759
"30",1.56970707950181
"31",1.52604766957557
"32",1.48173706174729
"33",1.45274022754676
"34",1.44055185831013
"35",1.39546897663636
"36",1.37979445722622
"37",1.30861586553869
"38",1.26053609824648
"39",1.24505447201521
"40",1.23214871552111
"41",1.20533981553138
"42",1.17695692674075
"43",1.14747473451057
"44",1.13717371861742
"45",1.07968403480589
"46",1.05839350688444
"47",1.04219829679045
"48",1.01431775452381
"49",1.01049631729603
"50",0.980998121453507
"51",0.967345222615968
"52",0.954077335049024
"53",0.918798265744367
"54",0.914600669408986
"55",0.893760461549473
"56",0.882295980928298
"57",0.859391422099078
"58",0.851897413835841
"59",0.817869626354212
"60",0.803254815108855
"61",0.790385537898413
"62",0.774858840890588
"63",0.770735610937503
"64",0.762193851413043
"65",0.738890016367804
"66",0.735481885162958
"67",0.71064820986487
"68",0.701671272380632
"69",0.693609456502508
"70",0.676595001848668
"71",0.663719232690857
"72",0.654844242944519
"73",0.64465856797263
"74",0.636914207721883
"75",0.619289269143693
"76",0.615261938755602
"77",0.601684114239505
"78",0.589532183452623
"79",0.583757490114594
"80",0.567895825319036
"81",0.561684031616288
"82",0.561107276912323
"83",0.541002242844904
"84",0.536642956651806
"85",0.529312391472322
"86",0.525092466427526
"87",0.51253839399304
"88",0.50180736553634
"89",0.4947316274192
"90",0.484862323262388
"91",0.471365369619956
"92",0.466679670270972
"93",0.4629041222029
"94",0.455399796781446
"95",0.451871785208694
"96",0.44661487723161
"97",0.438358970193652
"98",0.426915642760693
"99",0.424204589676726
"100",0.419308083417675
"101",0.410198166719281
"102",0.40764312045421
"103",0.396703528812603
"104",0.388420713932864
"105",0.386348523386405
"106",0.38085423948482
"107",0.372638636268196
"108",0.366930560585083
"109",0.362564394973895
"110",0.358791499066088
"111",0.354426877408952
"112",0.348569568848316
"113",0.340761291930435
"114",0.339718509974936
"115",0.335930872643643
"116",0.327872764551236
"117",0.323409674764295
"118",0.321481490451408
"119",0.317053098494786
"120",0.309796955560333
"121",0.303462577282335
"122",0.297553967066432
"123",0.295768313584068
"124",0.293486908931424
"125",0.287918856824053
"126",0.286462743057918
"127",0.282291900841895
"128",0.280328159623004
"129",0.273356328828136
"130",0.270971865707082
"131",0.266947518888156
"132",0.264641789059093
"133",0.261363873726674
"134",0.257223571485023
"135",0.252219063519623
"136",0.247695025446159
"137",0.242948367664116
"138",0.23859409819902
"139",0.237186009632183
"140",0.235121175271179
"141",0.232163844055603
"142",0.228450210163893
"143",0.225661064905974
"144",0.223585497439186
"145",0.22035660518686
"146",0.219164446468641
"147",0.217654759542137
"148",0.211232389874505
"149",0.209022961403233
"150",0.207193213136237
"151",0.206348098176416
"152",0.20427503597177
"153",0.201192166252314
"154",0.195342711879192
"155",0.194508315910829
"156",0.189863160191096
"157",0.189348688277543
"158",0.187679732496686
"159",0.184979064671614
"160",0.181145168287392
"161",0.179727366542585
"162",0.177882198000504
"163",0.175519491186546
"164",0.175136839870333
"165",0.172431895249844
"166",0.171095868248221
"167",0.166915986433093
"168",0.165455819101216
"169",0.163963071803034
"170",0.16131840725158
"171",0.160479254854234
"172",0.159058717325787
"173",0.155751571755556
"174",0.154529885447809
"175",0.153554992851009
"176",0.150398838592739
"177",0.148539939871961
"178",0.147505090548885
"179",0.147280210111123
"180",0.145645878863822
"181",0.143465996055956
"182",0.141577273155288
"183",0.140032114918126
"184",0.139026881598204
"185",0.138232825258139
"186",0.135226054962335
"187",0.13379498796223
"188",0.132092319035981
"189",0.130495435799665
"190",0.128931054466714
"191",0.127724992062416
"192",0.126583349846514
"193",0.125982893564345
"194",0.123350001217615
"195",0.123090385019377
"196",0.120535392480892
"197",0.120091715027121
"198",0.119171327087705
"199",0.117750539462286
"200",0.11771168775116
"201",0.117117965522761
"202",0.114364770028446
"203",0.113543481111294
"204",0.110744365873687
"205",0.109933845992946
"206",0.109068842827734
"207",0.107519671165628
"208",0.106812555744351
"209",0.104990453082011
"210",0.104158859733495
"211",0.103896864259464
"212",0.101839398232079
"213",0.101162542786058
"214",0.100530281487604
"215",0.0988683348526264
"216",0.0972157698252643
"217",0.0968111476845243
"218",0.0966245460633025
"219",0.0938787583565459
"220",0.0936069697001406
"221",0.0922685382867774
"222",0.091775756181732
"223",0.0899495331429824
"224",0.0891512993198314
"225",0.0882630912516736
"226",0.0876657388172772
"227",0.0865016792701971
"228",0.0855265737150998
"229",0.0840218015824672
"230",0.0823688274608622
"231",0.0821209420319431
"232",0.0814694507211716
"233",0.0808035659669504
"234",0.0797096771247529
"235",0.078403342400907
"236",0.0770825332585502
"237",0.0763285505947227
"238",0.075815187936875
"239",0.0737744520905802
"240",0.0729150390518824
"241",0.0726421787649113
"242",0.0717648906364515
"243",0.0712376756062809
"244",0.0695412579285809
"245",0.0687050227547807
"246",0.0674763166670517
"247",0.0665974197579444
"248",0.0663997710668177
"249",0.0649818429043818
"250",0.0643582104623384
"251",0.0638158940004877
"252",0.0619460029305256
"253",0.0612280712402016
"254",0.0603812991680383
"255",0.0594164827655169
