"","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"X0",399,0,0,0,0,0,0,0,0,0
"X1",0,400,0,0,0,0,1,0,0,0
"X2",0,0,400,0,0,0,0,0,0,0
"X3",0,0,0,397,0,0,0,0,0,0
"X4",0,0,0,0,398,0,0,0,0,4
"X5",0,0,0,1,0,397,0,0,2,0
"X6",0,0,0,1,0,0,399,0,1,0
"X7",0,0,0,0,0,0,0,400,0,0
"X8",1,0,0,1,0,3,0,0,397,0
"X9",0,0,0,0,2,0,0,0,0,396
